Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Sydney,12.0,21.1,3.4,3.8,5.8,NA,NA,W,NNE,22.0,9.0,97.0,62.0,1016.9,1013.6,4.0,7.0,12.8,21.0,Yes,Yes
Sydney,12.8,20.7,6.6,0.2,5.8,NA,NA,W,W,7.0,28.0,96.0,37.0,1012.1,1012.0,7.0,2.0,14.5,20.5,Yes,No
Sydney,9.1,15.7,0.4,4.0,7.3,NA,NA,W,WSW,24.0,28.0,49.0,36.0,1015.8,1011.6,5.0,5.0,11.2,15.1,No,Yes
Sydney,7.6,17.0,0.0,2.4,10.3,NA,NA,W,S,19.0,19.0,56.0,40.0,1020.5,1019.2,1.0,2.0,10.5,15.7,No,No
Sydney,6.8,16.1,0.0,4.2,10.2,NA,NA,W,S,26.0,20.0,58.0,50.0,1024.7,1022.2,1.0,5.0,9.1,15.5,No,No
Sydney,6.4,17.2,0.0,3.0,10.3,NA,NA,W,E,20.0,15.0,73.0,50.0,1022.2,1019.1,3.0,1.0,8.8,15.2,No,No
Sydney,7.2,17.1,0.0,2.6,8.9,NA,NA,W,E,15.0,20.0,83.0,58.0,1023.5,1020.9,2.0,1.0,9.3,17.0,No,Yes
Sydney,10.7,16.7,0.2,6.6,5.9,NA,NA,W,W,35.0,22.0,55.0,47.0,1001.5,1002.3,2.0,7.0,12.2,15.0,No,No
Sydney,9.9,18.3,0.0,2.6,10.6,NA,NA,W,S,26.0,31.0,54.0,44.0,1011.9,1012.0,1.0,1.0,12.7,17.0,No,No
Sydney,12.6,18.8,0.4,4.0,10.7,NA,NA,W,W,24.0,24.0,44.0,31.0,1011.5,1010.3,1.0,1.0,14.3,18.3,No,No
Sydney,7.6,17.6,0.0,4.4,10.4,NA,NA,W,E,26.0,15.0,44.0,26.0,1022.0,1019.9,1.0,3.0,10.8,15.9,No,No
Sydney,6.5,19.9,0.0,4.2,6.6,NA,NA,W,NE,13.0,19.0,69.0,53.0,1020.5,1012.0,3.0,5.0,9.3,17.7,No,Yes
Sydney,8.4,17.3,0.0,4.6,9.4,NA,NA,W,E,22.0,13.0,58.0,48.0,1023.7,1020.4,1.0,5.0,11.4,15.7,No,No
Sydney,10.9,19.8,0.0,2.2,10.3,NA,NA,W,WNW,17.0,22.0,53.0,28.0,1012.3,1007.9,1.0,2.0,13.9,19.6,No,No
Sydney,9.2,17.5,0.0,4.0,10.9,NA,NA,W,S,20.0,19.0,52.0,40.0,1021.8,1022.3,1.0,1.0,12.3,16.5,No,No
Sydney,10.5,17.6,0.0,2.2,8.2,NA,NA,W,E,4.0,15.0,70.0,56.0,1027.1,1024.3,3.0,2.0,14.9,16.8,No,No
Sydney,11.5,20.0,0.0,3.2,9.7,NA,NA,W,NE,9.0,22.0,71.0,60.0,1025.3,1019.8,1.0,5.0,15.8,18.4,No,No
Sydney,8.2,18.3,0.0,4.0,10.7,NA,NA,W,ESE,15.0,15.0,58.0,54.0,1027.3,1023.6,1.0,1.0,13.1,17.2,No,No
Sydney,9.7,18.4,0.0,4.0,2.4,NA,NA,W,NW,2.0,6.0,77.0,56.0,1017.5,1010.6,6.0,8.0,13.0,18.0,No,Yes
Sydney,11.0,24.5,2.4,2.0,5.4,NA,NA,W,W,9.0,39.0,82.0,34.0,1004.1,1001.3,6.0,7.0,16.2,21.2,Yes,No
Sydney,11.1,19.9,0.8,4.4,10.9,NA,NA,W,E,20.0,15.0,46.0,44.0,1017.4,1017.2,1.0,1.0,15.3,17.5,No,No
Sydney,9.2,18.9,0.0,3.8,10.0,NA,NA,W,NE,15.0,17.0,64.0,61.0,1022.5,1017.8,3.0,5.0,13.6,17.6,No,No
Sydney,13.3,23.9,0.0,4.2,6.9,NA,NA,W,W,13.0,24.0,64.0,24.0,1015.8,1012.1,5.0,3.0,16.2,23.3,No,No
Sydney,NA,20.4,21.0,1.8,7.6,NA,NA,W,E,13.0,13.0,75.0,63.0,1010.8,1009.6,7.0,1.0,15.4,18.8,Yes,No
Sydney,10.4,21.2,0.0,5.0,9.6,NA,NA,W,WNW,24.0,19.0,42.0,30.0,1014.8,1010.6,5.0,2.0,15.3,20.8,No,No
Sydney,9.5,19.3,0.0,6.4,11.2,NA,NA,W,ENE,20.0,19.0,41.0,33.0,1021.1,1017.8,2.0,5.0,13.5,17.2,No,No
Sydney,9.6,23.3,0.0,5.0,11.0,NA,NA,W,ESE,17.0,20.0,48.0,45.0,1017.4,1013.8,1.0,1.0,15.0,19.5,No,No
Sydney,11.7,18.1,0.0,4.0,4.1,NA,NA,W,ENE,11.0,13.0,56.0,66.0,1022.0,1019.7,6.0,7.0,15.0,17.3,No,No
Sydney,11.1,20.1,0.0,3.6,9.1,NA,NA,W,E,13.0,20.0,66.0,65.0,1024.0,1022.7,4.0,5.0,16.8,18.5,No,No
Sydney,11.6,23.7,0.0,3.0,8.2,NA,NA,W,SSE,15.0,24.0,82.0,66.0,1023.0,1022.3,0.0,5.0,15.3,20.4,No,Yes
Sydney,13.0,20.1,1.8,4.6,9.5,NA,NA,W,E,11.0,22.0,75.0,61.0,1026.5,1020.8,3.0,1.0,16.6,18.1,Yes,No
Sydney,13.4,26.9,0.0,5.4,8.0,NA,NA,W,ESE,9.0,15.0,58.0,33.0,1016.0,1013.5,4.0,7.0,18.5,24.8,No,No
Sydney,13.1,22.0,0.0,5.4,10.8,NA,NA,W,E,6.0,24.0,57.0,74.0,1020.1,1017.3,1.0,3.0,19.5,19.7,No,No
Sydney,12.8,27.1,0.0,5.8,5.5,NA,NA,W,WNW,9.0,7.0,60.0,38.0,1014.5,NA,7.0,7.0,18.7,26.5,No,No
Sydney,9.7,18.4,0.0,4.0,0.7,NA,NA,W,E,9.0,19.0,69.0,61.0,NA,NA,7.0,7.0,12.7,17.7,No,No
Sydney,13.0,21.8,0.4,0.2,9.1,NA,NA,W,S,24.0,20.0,72.0,54.0,1016.4,1015.6,NA,NA,15.2,20.7,No,No
Sydney,12.2,17.5,0.0,2.8,3.0,NA,NA,W,ENE,17.0,11.0,86.0,69.0,1036.1,1031.8,NA,NA,13.6,16.6,No,No
Sydney,13.0,22.8,7.2,2.8,10.1,NA,NA,W,SE,17.0,15.0,80.0,54.0,1032.8,1030.9,NA,NA,16.4,22.2,Yes,No
Sydney,17.4,25.1,0.8,1.0,8.5,NA,NA,W,ENE,9.0,9.0,91.0,72.0,1016.5,1014.4,NA,NA,19.1,24.0,No,No
Sydney,7.7,16.8,0.0,2.8,9.5,NA,NA,W,S,20.0,19.0,61.0,40.0,1020.3,1018.1,1.0,5.0,9.6,15.8,No,No
Sydney,7.2,16.2,0.0,3.6,6.4,NA,NA,W,SSW,28.0,26.0,55.0,43.0,1024.6,1025.1,3.0,7.0,9.6,15.9,No,Yes
Sydney,10.6,21.3,20.0,3.8,9.4,NA,NA,W,SSE,22.0,15.0,83.0,50.0,1023.7,1022.1,1.0,1.0,12.2,20.8,Yes,No
Sydney,11.8,24.9,0.0,1.6,9.1,NA,NA,W,NNE,9.0,13.0,84.0,40.0,1028.0,1023.8,1.0,5.0,13.9,24.1,No,No
Sydney,9.9,19.5,34.4,4.6,9.7,NA,NA,W,SSE,24.0,13.0,57.0,44.0,1020.5,1018.9,1.0,1.0,11.7,19.1,Yes,No
Sydney,14.4,22.8,0.0,9.8,10.8,NA,NA,W,E,13.0,22.0,34.0,35.0,1017.4,1014.8,1.0,1.0,19.4,20.8,No,No
Sydney,9.6,14.5,67.0,NA,2.5,NA,NA,W,SSW,24.0,20.0,98.0,88.0,1017.2,1017.5,7.0,7.0,9.9,12.5,Yes,Yes
Sydney,8.1,18.4,0.0,NA,8.5,NA,NA,W,ESE,20.0,11.0,70.0,50.0,1035.0,1030.2,3.0,1.0,9.3,16.4,No,No
Sydney,8.2,20.5,0.0,1.0,7.6,NA,NA,W,NA,11.0,NA,80.0,30.0,1026.3,1020.1,5.0,5.0,10.7,19.2,No,No
Sydney,9.8,20.2,0.0,5.0,10.9,NA,NA,W,SSE,20.0,17.0,48.0,39.0,1023.1,1022.0,1.0,1.0,15.4,18.9,No,No
Sydney,14.0,26.7,0.0,3.4,9.9,NA,NA,W,ESE,19.0,13.0,69.0,42.0,1019.6,1017.2,4.0,1.0,16.4,23.2,No,No
Sydney,11.1,19.1,1.0,2.4,8.7,NA,NA,W,SSE,19.0,15.0,85.0,60.0,1027.0,1024.3,2.0,7.0,12.3,18.6,No,No
Sydney,9.9,21.2,0.0,2.2,9.6,NA,NA,W,WNW,15.0,6.0,80.0,42.0,1035.8,1031.6,1.0,4.0,11.6,20.9,No,No
Sydney,18.3,24.4,0.0,6.2,8.5,NA,NA,SW,SSE,19.0,22.0,80.0,56.0,1020.2,1018.9,7.0,3.0,19.5,23.8,No,No
Sydney,14.7,20.6,33.0,7.0,8.9,NA,NA,SW,S,24.0,28.0,65.0,51.0,1015.3,1015.6,5.0,3.0,17.1,19.9,Yes,No
Sydney,16.4,22.2,0.0,10.6,9.7,NA,NA,SW,WSW,26.0,20.0,42.0,21.0,1009.9,1010.8,6.0,1.0,16.6,21.2,No,No
Sydney,13.8,19.7,2.8,2.8,1.7,NA,NA,SW,S,20.0,22.0,85.0,71.0,1025.4,1023.9,7.0,7.0,15.9,19.0,Yes,Yes
Sydney,14.7,17.9,12.6,4.0,0.7,NA,NA,SW,SSE,6.0,22.0,90.0,89.0,1024.0,1022.1,7.0,7.0,16.2,17.2,Yes,Yes
Sydney,13.5,21.8,0.0,6.6,7.1,NA,NA,SW,SE,19.0,24.0,42.0,63.0,1013.8,1015.6,1.0,7.0,19.4,16.1,No,No
Sydney,7.9,15.7,11.4,4.2,5.0,NA,NA,SW,S,24.0,26.0,71.0,75.0,1023.2,1022.5,6.0,7.0,11.9,14.1,Yes,Yes
Sydney,17.7,26.3,0.0,4.8,9.2,NA,NA,SW,ESE,11.0,19.0,77.0,58.0,1014.2,1011.8,3.0,1.0,20.5,25.8,No,No
Sydney,18.2,24.5,36.8,2.0,4.4,NA,NA,SW,E,6.0,13.0,94.0,69.0,1022.2,1020.4,7.0,7.0,19.1,23.6,Yes,No
Sydney,16.0,22.7,6.8,3.4,7.7,NA,NA,SW,S,9.0,17.0,85.0,65.0,1024.3,1022.5,7.0,7.0,17.2,20.1,Yes,Yes
Sydney,9.2,16.3,0.6,3.0,0.5,NA,NA,SW,S,17.0,19.0,81.0,88.0,1017.9,1020.1,6.0,7.0,13.1,13.6,No,Yes
Sydney,15.6,22.2,0.0,3.4,0.0,NA,NA,SW,SSE,9.0,11.0,80.0,79.0,1023.0,1019.7,8.0,7.0,17.4,19.5,No,No
Sydney,19.0,23.5,0.0,10.4,10.2,NA,NA,SW,SE,17.0,30.0,43.0,51.0,1017.9,1018.4,3.0,1.0,22.7,21.2,No,No
Sydney,10.5,17.5,2.2,6.8,7.4,NA,NA,SW,SSW,26.0,39.0,49.0,48.0,1018.0,1019.9,6.0,5.0,13.8,16.9,Yes,No
Sydney,18.5,25.6,0.0,7.8,12.8,NA,NA,SW,SE,9.0,20.0,64.0,56.0,1016.7,1016.0,3.0,2.0,21.4,25.4,No,No
Sydney,11.5,18.1,0.0,6.0,10.4,NA,NA,SW,WNW,17.0,26.0,36.0,24.0,1008.1,1005.2,1.0,1.0,14.1,17.2,No,No
Sydney,16.4,20.8,12.6,4.8,3.0,NA,NA,SSW,W,19.0,9.0,92.0,91.0,1006.4,1007.6,7.0,7.0,17.1,16.5,Yes,Yes
Sydney,16.9,24.3,3.0,3.2,8.7,NA,NA,SSW,SSE,15.0,19.0,81.0,51.0,1017.2,1016.5,7.0,1.0,18.4,23.3,Yes,No
Sydney,19.9,24.9,0.0,7.6,4.5,NA,NA,SSW,SSE,13.0,24.0,83.0,75.0,1021.3,1020.7,5.0,7.0,22.9,23.3,No,Yes
Sydney,15.2,21.7,0.0,2.6,8.3,NA,NA,SSW,SE,13.0,17.0,71.0,51.0,1017.1,1016.2,4.0,3.0,18.3,21.2,No,No
Sydney,15.3,22.0,12.0,3.2,4.7,NA,NA,SSW,SSE,11.0,15.0,83.0,70.0,1026.3,1024.2,5.0,6.0,18.2,19.8,Yes,Yes
Sydney,13.2,18.9,11.0,3.2,5.2,NA,NA,SSW,S,19.0,30.0,82.0,64.0,1019.6,1019.2,7.0,3.0,15.9,18.8,Yes,Yes
Sydney,13.8,20.9,1.4,4.6,2.2,NA,NA,SSW,SSW,15.0,20.0,78.0,85.0,1026.4,1024.6,7.0,8.0,17.2,16.2,Yes,Yes
Sydney,14.9,19.7,4.6,1.4,0.8,NA,NA,SSW,S,17.0,13.0,91.0,72.0,1025.1,1023.4,7.0,7.0,16.4,19.4,Yes,Yes
Sydney,14.7,19.3,21.8,7.5,4.6,NA,NA,SSW,S,9.0,19.0,91.0,70.0,1023.2,1021.4,8.0,7.0,16.6,19.0,Yes,Yes
Sydney,11.9,18.7,0.0,4.0,7.5,NA,NA,SSW,SSE,20.0,19.0,63.0,52.0,1028.2,1026.2,1.0,2.0,15.1,17.4,No,No
Sydney,15.2,16.9,46.4,2.4,0.0,NA,NA,SSW,S,24.0,24.0,82.0,84.0,1020.1,1018.6,7.0,8.0,16.0,16.6,Yes,Yes
Sydney,10.6,15.3,0.0,2.8,0.1,NA,NA,SSW,SSW,24.0,26.0,75.0,87.0,1024.4,1022.8,7.0,8.0,13.7,14.5,No,Yes
Sydney,13.3,16.8,7.2,5.0,2.4,NA,NA,SSW,SSW,19.0,20.0,86.0,83.0,1024.2,1023.0,6.0,7.0,15.0,15.8,Yes,Yes
Sydney,7.3,14.8,20.8,1.6,5.9,NA,NA,SSW,S,24.0,28.0,65.0,53.0,1022.8,1024.1,7.0,7.0,11.2,13.4,Yes,No
Sydney,15.6,17.0,2.6,10.4,3.0,NA,NA,SSW,SSE,17.0,24.0,88.0,60.0,1015.5,1018.0,8.0,5.0,15.6,16.9,Yes,Yes
Sydney,14.6,19.1,3.4,1.0,0.0,NA,NA,SSW,S,11.0,11.0,93.0,86.0,1018.4,1015.3,8.0,8.0,14.9,16.0,Yes,Yes
Sydney,14.9,22.8,1.8,2.0,3.3,NA,NA,SSW,ENE,15.0,22.0,85.0,71.0,1009.2,1003.9,8.0,7.0,18.5,20.2,Yes,No
Sydney,16.6,21.0,0.6,9.2,2.3,NA,NA,SSW,E,20.0,20.0,89.0,84.0,1021.7,1016.0,8.0,7.0,16.8,17.6,No,Yes
Sydney,17.1,22.2,0.0,8.0,5.7,NA,NA,SSW,SE,20.0,20.0,76.0,55.0,1022.3,1019.3,7.0,1.0,18.1,21.8,No,Yes
Sydney,14.5,19.2,1.8,5.2,8.4,NA,NA,SSW,SSE,26.0,35.0,68.0,59.0,1020.9,1019.6,6.0,7.0,16.8,18.8,Yes,Yes
Sydney,13.6,22.3,2.4,5.0,10.5,NA,NA,SSW,SSE,19.0,20.0,47.0,49.0,1003.5,1005.1,1.0,4.0,19.7,20.7,Yes,No
Sydney,15.5,21.8,0.0,5.6,9.4,NA,NA,SSW,SSE,15.0,24.0,62.0,63.0,1015.6,1015.3,5.0,3.0,18.5,19.3,No,No
Sydney,15.0,24.9,11.2,4.8,12.3,NA,NA,SSW,E,13.0,19.0,64.0,55.0,1009.9,1007.2,2.0,1.0,19.8,21.4,Yes,No
Sydney,20.2,28.3,0.0,10.0,11.8,NA,NA,SSW,E,11.0,20.0,77.0,64.0,1011.6,1008.0,0.0,0.0,23.1,25.8,No,No
Sydney,20.7,33.1,0.0,9.0,9.3,NA,NA,SSW,E,6.0,15.0,72.0,67.0,1009.9,1005.1,1.0,7.0,23.7,26.1,No,No
Sydney,17.9,19.4,3.4,1.6,0.0,NA,NA,SSW,SSW,6.0,19.0,94.0,89.0,1011.9,1010.1,8.0,8.0,18.2,18.7,Yes,Yes
Sydney,16.7,23.0,5.6,2.2,1.5,NA,NA,SSW,S,26.0,20.0,77.0,61.0,1011.1,1011.2,7.0,7.0,17.7,23.0,Yes,No
Sydney,17.5,22.0,0.6,4.0,1.1,NA,NA,SSW,SSE,19.0,31.0,76.0,56.0,1017.5,1018.7,7.0,8.0,18.9,21.4,No,Yes
Sydney,20.2,25.3,0.0,5.0,4.1,NA,NA,SSW,S,11.0,19.0,80.0,77.0,1017.8,1018.7,5.0,7.0,22.2,22.0,No,Yes
Sydney,15.8,22.5,13.4,3.4,8.3,NA,NA,SSW,S,20.0,17.0,91.0,62.0,1019.9,1017.9,7.0,6.0,16.1,21.7,Yes,Yes
Sydney,13.0,20.1,0.8,3.4,3.4,NA,NA,SSW,SSE,11.0,17.0,86.0,46.0,1024.6,1023.6,7.0,5.0,13.9,19.6,No,Yes
Sydney,14.5,20.8,0.0,7.0,6.3,NA,NA,SSW,ENE,7.0,17.0,51.0,47.0,1012.7,1009.9,7.0,2.0,15.3,17.9,No,No
Sydney,13.6,15.2,12.6,3.0,0.0,NA,NA,SSW,S,22.0,19.0,91.0,89.0,1011.9,1014.1,8.0,8.0,13.8,14.5,Yes,Yes
Sydney,18.8,26.0,0.0,7.0,6.9,NA,NA,SSW,ESE,17.0,19.0,82.0,68.0,1021.0,1017.5,8.0,7.0,20.6,24.5,No,No
Sydney,18.1,23.1,0.0,11.8,3.9,NA,NA,SSW,S,19.0,33.0,55.0,61.0,1008.1,1009.2,4.0,7.0,21.2,19.6,No,Yes
Sydney,13.5,22.6,10.2,6.4,11.2,NA,NA,SSW,SE,17.0,22.0,69.0,44.0,1022.0,1021.7,7.0,2.0,17.3,21.5,Yes,No
Sydney,19.7,29.4,0.0,9.0,12.0,NA,NA,SSW,ENE,2.0,19.0,58.0,53.0,1011.5,1009.7,3.0,5.0,24.6,27.1,No,No
Sydney,19.7,NA,0.0,10.0,11.1,NA,NA,SSW,E,11.0,20.0,70.0,68.0,1015.4,1012.4,0.0,4.0,25.1,26.2,No,No
Sydney,21.6,28.1,0.0,10.8,NA,NA,NA,SSW,S,11.0,24.0,65.0,85.0,1010.1,1011.0,7.0,8.0,24.6,20.7,No,Yes
Sydney,17.7,20.2,12.0,2.8,0.0,NA,NA,SSW,SSW,17.0,20.0,91.0,85.0,1016.2,1016.4,8.0,8.0,17.8,18.6,Yes,Yes
Sydney,17.7,22.9,4.8,1.8,0.0,NA,NA,SSW,SSE,20.0,13.0,92.0,80.0,1017.9,1016.1,8.0,8.0,20.2,22.3,Yes,Yes
Sydney,19.0,25.1,0.2,3.8,3.0,NA,NA,SSW,ESE,9.0,17.0,83.0,74.0,1018.9,1017.2,8.0,7.0,21.7,24.4,No,No
Sydney,18.4,23.0,6.2,8.6,0.1,NA,NA,SSW,ESE,7.0,11.0,92.0,66.0,1016.3,1014.5,8.0,8.0,19.5,22.6,Yes,No
Sydney,20.2,25.0,77.4,7.4,0.2,NA,NA,SSW,SE,19.0,15.0,95.0,86.0,1021.6,1020.8,7.0,8.0,21.1,23.8,Yes,Yes
Sydney,19.2,19.7,4.2,5.0,0.0,NA,NA,SSW,SE,19.0,17.0,68.0,84.0,1018.9,1018.4,8.0,8.0,19.4,19.2,Yes,Yes
Sydney,22.4,26.9,0.0,7.4,7.2,NA,NA,SSW,S,17.0,19.0,80.0,66.0,1019.6,1018.4,6.0,7.0,23.0,25.5,No,No
Sydney,20.5,21.3,4.0,NA,0.0,NA,NA,SSW,SSW,4.0,9.0,92.0,88.0,1019.8,1018.4,8.0,8.0,20.6,21.2,Yes,Yes
Sydney,12.6,20.0,12.8,1.6,3.9,NA,NA,SSW,S,22.0,28.0,87.0,68.0,1008.3,1010.2,7.0,7.0,16.5,19.1,Yes,Yes
Sydney,12.7,18.6,6.0,2.4,0.8,NA,NA,SSW,ESE,19.0,24.0,91.0,90.0,1023.0,1020.0,7.0,7.0,15.2,17.1,Yes,Yes
Sydney,11.5,17.2,3.4,2.0,NA,NA,NA,SSW,SSW,9.0,15.0,84.0,78.0,1037.0,1035.7,6.0,7.0,14.3,14.7,Yes,Yes
Sydney,10.5,17.7,0.0,3.8,6.9,NA,NA,SSW,SSW,22.0,31.0,63.0,63.0,1014.5,1013.7,NA,NA,14.5,16.9,No,Yes
Sydney,16.5,24.4,41.4,2.0,7.6,NA,NA,SSW,SSW,22.0,24.0,91.0,66.0,1014.0,1015.8,7.0,7.0,18.1,21.0,Yes,No
Sydney,18.6,25.3,0.0,4.2,4.5,NA,NA,SSE,ENE,13.0,24.0,70.0,59.0,1021.7,1019.4,7.0,6.0,21.2,23.8,No,No
Sydney,19.9,26.9,0.0,6.6,6.3,NA,NA,SSE,E,7.0,13.0,70.0,60.0,1021.2,1019.4,5.0,7.0,23.9,24.9,No,No
Sydney,14.4,20.3,10.2,3.6,2.0,NA,NA,SSE,SE,9.0,20.0,90.0,55.0,1023.6,1022.3,7.0,5.0,16.1,20.1,Yes,Yes
Sydney,16.8,21.2,5.4,2.6,2.6,NA,NA,SSE,S,17.0,15.0,55.0,69.0,NA,1013.9,7.0,7.0,19.7,20.3,Yes,No
Sydney,9.7,17.9,0.0,3.4,6.2,NA,NA,SSE,SSE,22.0,30.0,67.0,64.0,1032.6,1032.4,7.0,7.0,15.8,16.0,No,No
Sydney,15.1,18.9,9.0,3.2,5.0,NA,NA,SSE,SE,20.0,17.0,63.0,55.0,1022.4,1021.2,7.0,8.0,15.9,18.1,Yes,No
Sydney,18.5,23.1,6.6,9.4,2.4,NA,NA,SSE,SE,17.0,19.0,92.0,73.0,1013.6,1012.1,8.0,7.0,18.6,21.5,Yes,Yes
Sydney,20.7,24.9,0.0,8.0,7.2,NA,NA,SSE,SE,28.0,15.0,72.0,68.0,1004.8,1003.7,2.0,6.0,22.6,22.4,No,Yes
Sydney,20.4,22.4,0.0,9.8,0.0,NA,NA,SSE,SSE,24.0,31.0,78.0,72.0,1012.4,1013.4,8.0,8.0,21.2,20.1,No,No
Sydney,17.2,22.6,0.4,7.6,5.9,NA,NA,SSE,ESE,22.0,19.0,54.0,47.0,1020.2,1018.8,7.0,6.0,19.2,21.2,No,No
Sydney,17.7,22.6,0.0,10.4,6.5,NA,NA,SSE,SSE,26.0,28.0,52.0,48.0,1020.5,1020.5,6.0,3.0,19.0,21.6,No,No
Sydney,16.5,23.3,25.6,2.4,0.2,NA,NA,SSE,SE,19.0,22.0,88.0,66.0,1014.7,1013.9,8.0,8.0,19.4,23.1,Yes,Yes
Sydney,20.3,24.9,2.2,2.4,6.3,NA,NA,SSE,E,13.0,13.0,70.0,59.0,1018.5,1017.6,7.0,4.0,21.7,24.4,Yes,No
Sydney,20.6,23.5,0.4,5.8,4.8,NA,NA,SSE,SSE,17.0,26.0,69.0,59.0,1023.9,1023.7,7.0,6.0,22.0,22.5,No,No
Sydney,15.9,21.4,9.0,7.0,2.9,NA,NA,SSE,S,26.0,24.0,60.0,59.0,1020.7,1018.9,7.0,7.0,19.5,19.7,Yes,No
Sydney,16.8,22.1,0.0,7.0,9.2,NA,NA,SSE,E,17.0,19.0,63.0,56.0,1019.5,1016.3,4.0,1.0,19.7,20.9,No,No
Sydney,19.4,23.6,1.4,8.8,5.0,NA,NA,SSE,SSE,20.0,28.0,61.0,59.0,1008.7,1009.7,7.0,7.0,21.1,21.0,Yes,No
Sydney,19.9,22.8,0.0,13.4,0.3,NA,NA,SSE,SSE,28.0,30.0,62.0,68.0,1021.0,1022.6,7.0,8.0,21.4,20.4,No,No
Sydney,18.1,21.5,0.0,5.2,2.1,NA,NA,SSE,SSE,13.0,13.0,84.0,74.0,1026.2,1024.3,8.0,8.0,18.7,20.6,No,No
Sydney,23.7,27.7,0.2,9.2,8.8,NA,NA,SSE,SSE,19.0,35.0,64.0,69.0,1010.9,1011.0,1.0,6.0,27.0,25.4,No,Yes
Sydney,17.4,24.7,0.0,7.4,7.1,NA,NA,SSE,SE,22.0,19.0,68.0,52.0,1034.3,1032.9,2.0,6.0,20.5,22.8,No,Yes
Sydney,12.6,15.6,4.0,2.2,0.2,NA,NA,SSE,S,17.0,6.0,83.0,90.0,1036.7,1034.1,7.0,7.0,14.4,14.6,Yes,Yes
Sydney,19.2,23.8,0.0,7.6,5.8,NA,NA,SSE,SE,33.0,22.0,61.0,51.0,1006.3,1007.8,2.0,7.0,21.2,22.3,No,No
Sydney,19.5,24.8,0.0,7.6,3.2,NA,NA,SE,ESE,13.0,24.0,63.0,62.0,1024.7,1023.1,7.0,7.0,21.8,23.4,No,No
Sydney,14.6,22.1,9.6,5.4,5.1,NA,NA,SE,SE,20.0,17.0,86.0,75.0,1026.5,1024.1,6.0,6.0,17.0,18.9,Yes,Yes
Sydney,15.9,21.4,5.0,4.8,5.0,NA,NA,SE,SE,22.0,24.0,51.0,61.0,1027.2,1026.1,6.0,7.0,19.3,19.5,Yes,Yes
Sydney,15.5,18.3,9.2,2.4,0.0,NA,NA,SE,ESE,19.0,26.0,87.0,88.0,1023.1,1020.5,8.0,8.0,17.5,17.2,Yes,Yes
Sydney,13.5,17.1,0.4,4.6,0.7,NA,NA,SE,ESE,20.0,26.0,55.0,64.0,1034.2,1031.0,7.0,8.0,15.4,15.8,No,Yes
Sydney,20.5,25.9,0.0,13.6,6.8,NA,NA,SE,ESE,15.0,17.0,57.0,51.0,1019.5,1018.3,7.0,5.0,21.9,24.7,No,No
Sydney,16.4,20.4,23.2,5.4,0.0,NA,NA,SE,SE,24.0,24.0,86.0,90.0,1025.4,1025.0,8.0,8.0,18.0,17.9,Yes,Yes
Sydney,18.6,25.0,16.4,4.8,6.4,NA,NA,SE,SE,19.0,24.0,82.0,62.0,1017.6,1017.8,7.0,7.0,20.3,22.6,Yes,Yes
Sydney,19.4,22.9,3.8,7.4,0.0,NA,NA,SE,SE,9.0,17.0,70.0,71.0,1017.0,1015.4,8.0,8.0,20.8,22.0,Yes,Yes
Sydney,19.8,22.5,2.6,6.0,0.0,NA,NA,SE,E,20.0,26.0,86.0,89.0,1021.8,1020.4,8.0,8.0,21.1,19.9,Yes,Yes
Sydney,20.4,22.6,0.0,3.6,0.1,NA,NA,SE,S,15.0,7.0,79.0,84.0,1022.5,1019.3,8.0,8.0,21.6,20.9,No,Yes
Sydney,13.7,18.5,8.0,2.8,0.1,NA,NA,SE,E,6.0,19.0,89.0,87.0,1025.9,1022.3,8.0,7.0,16.0,17.6,Yes,Yes
Sydney,14.7,32.1,0.0,1.6,7.6,NA,NA,SE,NNW,4.0,31.0,68.0,25.0,1017.0,1010.1,2.0,6.0,22.2,31.2,No,No
Sydney,14.4,17.0,73.2,NA,0.0,NA,NA,SE,SE,31.0,26.0,91.0,60.0,1023.7,1025.3,8.0,8.0,14.7,16.6,Yes,Yes
Sydney,19.4,19.9,0.0,13.2,0.0,NA,NA,SE,E,11.0,17.0,71.0,76.0,1017.9,1015.5,8.0,8.0,19.7,19.1,No,No
Sydney,16.9,19.8,0.0,2.2,1.1,NA,NA,SE,ESE,13.0,24.0,75.0,68.0,1020.9,1021.9,7.0,7.0,19.4,19.1,No,Yes
Sydney,19.6,22.5,0.0,10.2,0.0,NA,NA,SE,E,15.0,11.0,62.0,59.0,1021.2,1019.8,8.0,8.0,20.9,21.8,No,No
Sydney,20.1,23.1,16.0,2.6,1.4,NA,NA,SE,S,13.0,22.0,97.0,83.0,1014.8,1015.4,8.0,7.0,20.6,22.7,Yes,Yes
Sydney,18.3,25.9,0.0,8.0,12.0,NA,NA,SE,SE,19.0,20.0,52.0,51.0,1022.4,1023.4,5.0,5.0,23.7,24.9,No,No
Sydney,17.3,23.0,9.0,3.8,1.3,NA,NA,SE,SE,17.0,17.0,52.0,52.0,1019.3,1018.2,7.0,7.0,19.5,21.8,Yes,No
